,,Unnamed: 0,Product_Name,Product_Rating,Product_Price
Amazon,158,158,"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor",4.2 out of 5 stars,669.
Amazon,159,159,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,759.
Amazon,160,160,"Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)",4.2 out of 5 stars,849.
Amazon,161,161,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,162,162,"Tecno Spark 8T (Atlantic Blue,7GB Expandable RAM, 64GB Storage)| 50MP AI Camera | 6.6"" FHD+Display | 5000mAh",4.1 out of 5 stars,"12,990"
Amazon,163,163,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"9,999"
Amazon,164,164,"Redmi Note 11 (Starburst White, 6GB RAM, 128GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | Alexa Built-in",4.0 out of 5 stars,"7,999"
Amazon,165,165,Redmi Note 11T 5G (Matte Black 8GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"9,299"
Amazon,166,166,"Tecno Spark 8 Pro (Interstellar Black,7GB Expandable RAM, 64GB Storage) 33W Fast Charger | Helio G85 Gaming Processor | 6.8"" FHD+Dot-in Display | 48MP Triple Camera",4.2 out of 5 stars,"9,999"
Amazon,167,167,"Samsung Galaxy M12 (Black,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"15,999"
Amazon,168,168,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"18,999"
Amazon,169,169,Redmi Note 11T 5G (Aquamarine Blue 6GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"9,999"
Amazon,170,170,Redmi 10 (Prime Phantom Black 6GB RAM 128GB ROM |Helio G88 with extendable RAM Upto 2GB |FHD+ 90Hz Adaptive Sync Display),4.1 out of 5 stars,"9,999"
Amazon,171,171,"Jio Phone Next 32 GB ROM, 2 GB RAM, Blue Smartphone",4.2 out of 5 stars,"7,999"
Amazon,172,172,"Tecno Pop 5 LTE(Ice Blue 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.2 out of 5 stars,"16,999"
Amazon,173,173,"realme narzo 50A (Oxygen Green , 4GB RAM + 128 GB Storage) Helio G85 Processor | 50MP AI Triple Camera | 6000 mAh Battery",4.1 out of 5 stars,"14,999"
Amazon,174,174,"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"5,689"
Amazon,175,175,Nokia 105 Single SIM (Black),4.1 out of 5 stars,"6,599"
Amazon,176,176,"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"12,499"
Amazon,177,177,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,"11,999"
Amazon,178,178,"Tecno Pop 5 LTE(Turquoise Cyan 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.1 out of 5 stars,"1,318"
Amazon,179,179,"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.0 out of 5 stars,"11,999"
Amazon,180,180,Nokia 150 (2020) (Black),4.0 out of 5 stars,"13,990"
Amazon,181,181,"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor",4.2 out of 5 stars,669.
Amazon,182,182,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,759.
Amazon,183,183,"Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)",4.2 out of 5 stars,849.
Amazon,184,184,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,185,185,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"12,990"
Amazon,186,186,"Redmi Note 11 (Starburst White, 6GB RAM, 128GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | Alexa Built-in",4.0 out of 5 stars,"9,999"
Amazon,187,187,Redmi Note 11T 5G (Matte Black 8GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"7,999"
Amazon,188,188,"Tecno Spark 8 Pro (Interstellar Black,7GB Expandable RAM, 64GB Storage) 33W Fast Charger | Helio G85 Gaming Processor | 6.8"" FHD+Dot-in Display | 48MP Triple Camera",4.2 out of 5 stars,"9,999"
Amazon,189,189,"Samsung Galaxy M12 (Black,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"15,999"
Amazon,190,190,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"18,999"
Amazon,191,191,Redmi Note 11T 5G (Aquamarine Blue 6GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"9,999"
Amazon,192,192,Redmi 10 (Prime Phantom Black 6GB RAM 128GB ROM |Helio G88 with extendable RAM Upto 2GB |FHD+ 90Hz Adaptive Sync Display),4.1 out of 5 stars,"9,999"
Amazon,193,193,"Jio Phone Next 32 GB ROM, 2 GB RAM, Blue Smartphone",4.2 out of 5 stars,"7,999"
Amazon,194,194,"Tecno Pop 5 LTE(Ice Blue 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.2 out of 5 stars,"16,999"
Amazon,195,195,"realme narzo 50A (Oxygen Green , 4GB RAM + 128 GB Storage) Helio G85 Processor | 50MP AI Triple Camera | 6000 mAh Battery",4.1 out of 5 stars,"14,999"
Amazon,196,196,"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"5,689"
Amazon,197,197,Nokia 105 Single SIM (Black),4.1 out of 5 stars,"6,599"
Amazon,198,198,"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"12,499"
Amazon,199,199,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars,"11,999"
Amazon,200,200,"Tecno Spark 8T (Atlantic Blue,7GB Expandable RAM, 64GB Storage)| 50MP AI Camera | 6.6"" FHD+Display | 5000mAh",4.2 out of 5 stars,"1,318"
Amazon,201,201,"Tecno Pop 5 LTE(Turquoise Cyan 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.1 out of 5 stars,"11,999"
Amazon,202,202,"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.0 out of 5 stars,"13,990"
Amazon,203,203,Nokia 150 (2020) (Black),4.0 out of 5 stars,"9,299"
Amazon,204,204,"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor",4.2 out of 5 stars,669.
Amazon,205,205,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,759.
Amazon,206,206,"Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)",4.2 out of 5 stars,849.
Amazon,207,207,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,208,208,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"12,990"
Amazon,209,209,"Redmi Note 11 (Starburst White, 6GB RAM, 128GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | Alexa Built-in",4.0 out of 5 stars,"9,999"
Amazon,210,210,Redmi Note 11T 5G (Matte Black 8GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"7,999"
Amazon,211,211,"Tecno Spark 8 Pro (Interstellar Black,7GB Expandable RAM, 64GB Storage) 33W Fast Charger | Helio G85 Gaming Processor | 6.8"" FHD+Dot-in Display | 48MP Triple Camera",4.2 out of 5 stars,"9,999"
Amazon,212,212,"Samsung Galaxy M12 (Black,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"15,999"
Amazon,213,213,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"18,999"
Amazon,214,214,Redmi Note 11T 5G (Aquamarine Blue 6GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"9,999"
Amazon,215,215,Redmi 10 (Prime Phantom Black 6GB RAM 128GB ROM |Helio G88 with extendable RAM Upto 2GB |FHD+ 90Hz Adaptive Sync Display),4.1 out of 5 stars,"9,999"
Amazon,216,216,"Jio Phone Next 32 GB ROM, 2 GB RAM, Blue Smartphone",4.2 out of 5 stars,"7,999"
Amazon,217,217,"Tecno Pop 5 LTE(Ice Blue 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.2 out of 5 stars,"16,999"
Amazon,218,218,"realme narzo 50A (Oxygen Green , 4GB RAM + 128 GB Storage) Helio G85 Processor | 50MP AI Triple Camera | 6000 mAh Battery",4.1 out of 5 stars,"14,999"
Amazon,219,219,"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"5,689"
Amazon,220,220,Nokia 105 Single SIM (Black),4.1 out of 5 stars,"6,599"
Amazon,221,221,"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"12,499"
Amazon,222,222,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars,"11,999"
Amazon,223,223,"Tecno Spark 8T (Atlantic Blue,7GB Expandable RAM, 64GB Storage)| 50MP AI Camera | 6.6"" FHD+Display | 5000mAh",4.2 out of 5 stars,"1,318"
Amazon,224,224,"Tecno Pop 5 LTE(Turquoise Cyan 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.1 out of 5 stars,"11,999"
Amazon,225,225,"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.0 out of 5 stars,"13,990"
Amazon,226,226,Nokia 150 (2020) (Black),4.0 out of 5 stars,"9,299"
Amazon,227,227,"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor",4.2 out of 5 stars,669.
Amazon,228,228,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,759.
Amazon,229,229,"Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)",4.2 out of 5 stars,849.
Amazon,230,230,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,231,231,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"12,990"
Amazon,232,232,"Redmi Note 11 (Starburst White, 6GB RAM, 128GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | Alexa Built-in",4.0 out of 5 stars,"9,999"
Amazon,233,233,Redmi Note 11T 5G (Matte Black 8GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"7,999"
Amazon,234,234,"Tecno Spark 8 Pro (Interstellar Black,7GB Expandable RAM, 64GB Storage) 33W Fast Charger | Helio G85 Gaming Processor | 6.8"" FHD+Dot-in Display | 48MP Triple Camera",4.2 out of 5 stars,"9,999"
Amazon,235,235,"Samsung Galaxy M12 (Black,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"15,999"
Amazon,236,236,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"18,999"
Amazon,237,237,Redmi Note 11T 5G (Aquamarine Blue 6GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"9,999"
Amazon,238,238,Redmi 10 (Prime Phantom Black 6GB RAM 128GB ROM |Helio G88 with extendable RAM Upto 2GB |FHD+ 90Hz Adaptive Sync Display),4.1 out of 5 stars,"9,999"
Amazon,239,239,"Jio Phone Next 32 GB ROM, 2 GB RAM, Blue Smartphone",4.2 out of 5 stars,"7,999"
Amazon,240,240,"Tecno Pop 5 LTE(Ice Blue 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.2 out of 5 stars,"16,999"
Amazon,241,241,"realme narzo 50A (Oxygen Green , 4GB RAM + 128 GB Storage) Helio G85 Processor | 50MP AI Triple Camera | 6000 mAh Battery",4.1 out of 5 stars,"14,999"
Amazon,242,242,"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"5,689"
Amazon,243,243,Nokia 105 Single SIM (Black),4.1 out of 5 stars,"6,599"
Amazon,244,244,"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"12,499"
Amazon,245,245,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars,"11,999"
Amazon,246,246,"Tecno Spark 8T (Atlantic Blue,7GB Expandable RAM, 64GB Storage)| 50MP AI Camera | 6.6"" FHD+Display | 5000mAh",4.2 out of 5 stars,"1,318"
Amazon,247,247,"Tecno Pop 5 LTE(Turquoise Cyan 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.0 out of 5 stars,"11,999"
Amazon,248,248,Nokia 150 (2020) (Black),4.0 out of 5 stars,"13,990"
Amazon,249,249,"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor",4.2 out of 5 stars,"7,999"
Amazon,250,250,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,"12,990"
Amazon,251,251,"Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)",4.2 out of 5 stars,"9,999"
Amazon,252,252,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,253,253,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"9,999"
Amazon,254,254,"Redmi Note 11 (Starburst White, 6GB RAM, 128GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | Alexa Built-in",4.0 out of 5 stars,"15,999"
Amazon,255,255,"Tecno Spark 8 Pro (Interstellar Black,7GB Expandable RAM, 64GB Storage) 33W Fast Charger | Helio G85 Gaming Processor | 6.8"" FHD+Dot-in Display | 48MP Triple Camera",4.2 out of 5 stars,"9,999"
Amazon,256,256,"Samsung Galaxy M12 (Black,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"9,999"
Amazon,257,257,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,258,258,Redmi 10 (Prime Phantom Black 6GB RAM 128GB ROM |Helio G88 with extendable RAM Upto 2GB |FHD+ 90Hz Adaptive Sync Display),4.1 out of 5 stars,"14,999"
Amazon,259,259,"Jio Phone Next 32 GB ROM, 2 GB RAM, Blue Smartphone",4.2 out of 5 stars,"5,689"
Amazon,260,260,"Tecno Pop 5 LTE(Ice Blue 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.2 out of 5 stars,"6,599"
Amazon,261,261,"realme narzo 50A (Oxygen Green , 4GB RAM + 128 GB Storage) Helio G85 Processor | 50MP AI Triple Camera | 6000 mAh Battery",4.1 out of 5 stars,"12,499"
Amazon,262,262,"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"11,999"
Amazon,263,263,Nokia 105 Single SIM (Black),4.1 out of 5 stars,"1,318"
Amazon,264,264,"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"11,999"
Amazon,265,265,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars,"13,990"
Amazon,266,266,"Tecno Spark 8T (Atlantic Blue,7GB Expandable RAM, 64GB Storage)| 50MP AI Camera | 6.6"" FHD+Display | 5000mAh",4.2 out of 5 stars,"9,299"
Amazon,267,267,"Tecno Pop 5 LTE(Turquoise Cyan 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.1 out of 5 stars,"6,599"
Amazon,268,268,"Redmi Note 10T 5G (Metallic Blue, 4GB RAM, 64GB Storage) | Dual 5G | 90Hz Adaptive Refresh Rate | MediaTek Dimensity 700 7nm Processor",4.0 out of 5 stars,"13,999"
Amazon,269,269,Nokia 150 (2020) (Black),4.0 out of 5 stars,"2,532"
Amazon,270,270,"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor",4.2 out of 5 stars,669.
Amazon,271,271,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,759.
Amazon,272,272,"Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)",4.2 out of 5 stars,849.
Amazon,273,273,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,274,274,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"12,990"
Amazon,275,275,"Redmi Note 11 (Starburst White, 6GB RAM, 128GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | Alexa Built-in",4.0 out of 5 stars,"9,999"
Amazon,276,276,Redmi Note 11T 5G (Matte Black 8GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"7,999"
Amazon,277,277,"Tecno Spark 8 Pro (Interstellar Black,7GB Expandable RAM, 64GB Storage) 33W Fast Charger | Helio G85 Gaming Processor | 6.8"" FHD+Dot-in Display | 48MP Triple Camera",4.2 out of 5 stars,"9,999"
Amazon,278,278,"Samsung Galaxy M12 (Black,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"15,999"
Amazon,279,279,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"18,999"
Amazon,280,280,Redmi Note 11T 5G (Aquamarine Blue 6GB RAM 128GB ROM) | Dimensity 810 5G | 33W Pro Fast Charging,4.0 out of 5 stars,"9,999"
Amazon,281,281,Redmi 10 (Prime Phantom Black 6GB RAM 128GB ROM |Helio G88 with extendable RAM Upto 2GB |FHD+ 90Hz Adaptive Sync Display),4.1 out of 5 stars,"9,999"
Amazon,282,282,"Jio Phone Next 32 GB ROM, 2 GB RAM, Blue Smartphone",4.2 out of 5 stars,"7,999"
Amazon,283,283,"Tecno Pop 5 LTE(Ice Blue 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.2 out of 5 stars,"16,999"
Amazon,284,284,"realme narzo 50A (Oxygen Green , 4GB RAM + 128 GB Storage) Helio G85 Processor | 50MP AI Triple Camera | 6000 mAh Battery",4.1 out of 5 stars,"14,999"
Amazon,285,285,"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"5,689"
Amazon,286,286,Nokia 105 Single SIM (Black),4.1 out of 5 stars,"6,599"
Amazon,287,287,"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"12,499"
Amazon,288,288,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars,"11,999"
Amazon,289,289,"Tecno Spark 8T (Atlantic Blue,7GB Expandable RAM, 64GB Storage)| 50MP AI Camera | 6.6"" FHD+Display | 5000mAh",4.2 out of 5 stars,"1,318"
Amazon,290,290,"Tecno Pop 5 LTE(Turquoise Cyan 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.0 out of 5 stars,"11,999"
Amazon,291,291,Nokia 150 (2020) (Black),4.0 out of 5 stars,"13,990"
Amazon,292,292,"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor",4.2 out of 5 stars,669.
Amazon,293,293,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,759.
Amazon,294,294,"Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)",4.2 out of 5 stars,849.
Amazon,295,295,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,296,296,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"12,990"
Amazon,297,297,"Redmi Note 11 (Starburst White, 6GB RAM, 128GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | Alexa Built-in",4.0 out of 5 stars,"9,999"
Amazon,298,298,"Tecno Spark 8 Pro (Interstellar Black,7GB Expandable RAM, 64GB Storage) 33W Fast Charger | Helio G85 Gaming Processor | 6.8"" FHD+Dot-in Display | 48MP Triple Camera",4.2 out of 5 stars,"7,999"
Amazon,299,299,"Samsung Galaxy M12 (Black,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"9,999"
Amazon,300,300,Redmi 9A(Midnight Black 3GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"15,999"
Amazon,301,301,Redmi 10 (Prime Phantom Black 6GB RAM 128GB ROM |Helio G88 with extendable RAM Upto 2GB |FHD+ 90Hz Adaptive Sync Display),4.1 out of 5 stars,"9,999"
Amazon,302,302,"Jio Phone Next 32 GB ROM, 2 GB RAM, Blue Smartphone",4.2 out of 5 stars,"9,999"
Amazon,303,303,"Tecno Pop 5 LTE(Ice Blue 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.2 out of 5 stars,"7,999"
Amazon,304,304,"realme narzo 50A (Oxygen Green , 4GB RAM + 128 GB Storage) Helio G85 Processor | 50MP AI Triple Camera | 6000 mAh Battery",4.1 out of 5 stars,"14,999"
Amazon,305,305,"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"5,689"
Amazon,306,306,Nokia 105 Single SIM (Black),4.1 out of 5 stars,"6,599"
Amazon,307,307,"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",4.1 out of 5 stars,"12,499"
Amazon,308,308,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars,"11,999"
Amazon,309,309,"Tecno Spark 8T (Atlantic Blue,7GB Expandable RAM, 64GB Storage)| 50MP AI Camera | 6.6"" FHD+Display | 5000mAh",4.2 out of 5 stars,"1,318"
Amazon,310,310,"Tecno Pop 5 LTE(Turquoise Cyan 2G+32GB)| 6.52"" HD+Dot Notch | 5000mAh | 8MP Dual Camera | Front Flash| IPX2 Splash Resistant",4.1 out of 5 stars,"11,999"
Amazon,311,311,"Redmi Note 10T 5G (Metallic Blue, 4GB RAM, 64GB Storage) | Dual 5G | 90Hz Adaptive Refresh Rate | MediaTek Dimensity 700 7nm Processor",4.0 out of 5 stars,"13,990"
Amazon,312,312,Nokia 150 (2020) (Black),4.0 out of 5 stars,"9,299"
Amazon,313,313,"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor",4.2 out of 5 stars,"7,999"
Amazon,314,314,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars,"12,990"
Amazon,315,315,"Redmi 9 Activ (Coral Green, 4GB RAM, 64GB Storage)",4.2 out of 5 stars,"9,999"
Amazon,316,316,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,4.2 out of 5 stars,"7,999"
Amazon,317,317,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",4.1 out of 5 stars,"9,999"
